ID,pop,Cop_ID,Sex,Age,Copula,Part_ID,Morph,Wing,Thorax,Length,Abdomen,S4,Eggs,Fe_cond,Egg_volume,Clear_eggs,Season,day
9,Staffanstorps,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
8,Staffanstorps,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
7,Staffanstorps,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
6,Staffanstorps,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
5,Staffanstorps,.,0,mature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
4,Staffanstorps,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
39,Alnarp,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
38,Alnarp,.,0,immature,0,.,infuscans,.,.,.,.,.,.,.,.,.,2000,151
37,Alnarp,.,0,mature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
36,Alnarp,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
35,Kallby,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
34,Kallby,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
33,Kallby,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
32,Kallby,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
31,Kallby,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
30,Kallby,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
3,Staffanstorps,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
29,Kallby,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
28,Kallby,.,0,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,151
27,Kallby,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
26,Kallby,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
25,Kallby,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
24,Kallby,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
23,Kolbora,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
22,Kolbora,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
21,Kolbora,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
20,Kolbora,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
2,Staffanstorps,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
19,Kolbora,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
18,Kolbora,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
17,Kolbora,.,0,immature,1,.,.,.,.,.,.,.,.,.,.,.,2000,151
16,Kolbora,.,1,immature,1,.,.,.,.,.,.,.,.,.,.,.,2000,151
15,Kolbora,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
14,Kolbora,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
13,Kolbora,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
12,Kolbora,.,0,mature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
11,Kolbora,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
10,Staffanstorps,.,0,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
1,Staffanstorps,.,0,mature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,151
0,Staffanstorps,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,151
88,Gunnesbo,.,0,mature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,161
87,Gunnesbo,.,1,immature,0,.,.,.,2.3,.,.,.,.,.,.,.,2000,161
86,Gunnesbo,.,1,mature,1,.,.,.,.,.,.,.,.,.,.,.,2000,161
85,Gunnesbo,.,1,mature,1,.,.,.,.,.,.,.,.,.,.,.,2000,161
84,Gunnesbo,.,0,mature,1,.,.,.,.,.,.,.,.,.,.,.,2000,161
83,Gunnesbo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,161
82,Gunnesbo,.,1,immature,0,.,.,17.62,2.26,31.78,25.5,.,.,.,.,.,2000,161
81,Gunnesbo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,161
80,Gunnesbo,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,161
79,Gunnesbo,.,0,immature,0,.,androchrome,20.95,2.57,34.17,26.42,.,.,.,.,.,2000,161
78,Gunnesbo,.,0,immature,0,.,infuscans,20.44,2.5,34.02,26.99,.,.,.,.,.,2000,161
77,Gunnesbo,.,1,mature,1,.,.,18.86,2.36,34.06,26.64,.,.,.,.,.,2000,161
76,Gunnesbo,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
75,Gunnesbo,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
74,Gunnesbo,.,1,immature,.,.,.,17.95,2.22,32.02,25.55,.,.,.,.,.,2000,161
73,Gunnesbo,.,1,immature,.,.,.,17.53,2.28,33.29,26.23,.,.,.,.,.,2000,161
72,Gunnesbo,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
71,Gunnesbo,.,1,mature,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
70,Gunnesbo,.,0,mature,.,.,androchrome,20.8,2.36,33.95,26.09,.,.,.,.,.,2000,161
69,Gunnesbo,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
68,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
67,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
66,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
65,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
64,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
63,Gunnesbo,.,0,immature,.,.,infuscans,20.64,2.34,32.71,26.25,.,.,.,.,.,2000,161
62,Gunnesbo,.,0,immature,.,.,.,21.2,2.52,33.69,26.87,.,.,.,.,.,2000,161
61,Gunnesbo,.,0,immature,.,.,infuscans,21.07,2.47,33.53,25.98,.,.,.,.,.,2000,161
60,Gunnesbo,.,0,mature,.,.,androchrome,20.47,3.66,33.94,26.54,.,.,.,.,.,2000,161
59,Gunnesbo,.,1,mature,.,.,.,18.25,2.2,34.11,27.6,.,.,.,.,.,2000,161
58,Gunnesbo,.,1,mature,.,.,.,18.5,2.25,34.48,26.78,.,.,.,.,.,2000,161
57,Gunnesbo,.,0,immature,.,.,.,.,2.35,32.82,26.99,.,.,.,.,.,2000,161
56,Gunnesbo,.,0,mature,.,.,.,20.86,2.32,33.21,26.71,.,.,.,.,.,2000,161
55,Gunnesbo,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
54,Gunnesbo,.,0,mature,.,.,androchrome,19.5,2.27,32.84,26.24,.,.,.,.,.,2000,161
53,Gunnesbo,.,0,mature,.,.,androchrome,20.48,2.38,34.46,27.13,.,.,.,.,.,2000,161
52,Gunnesbo,.,1,mature,.,.,.,18.24,2.1,33.09,26.75,.,.,.,.,.,2000,161
51,Gunnesbo,.,0,mature,.,.,androchrome,20.08,2.12,33.45,25.14,.,.,.,.,.,2000,161
50,Gunnesbo,.,0,mature,.,.,androchrome,20.31,2.16,32.08,24.88,.,.,.,.,.,2000,161
49,Gunnesbo,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
48,Gunnesbo,.,0,immature,.,.,infuscensObsoleta,.,2,32.32,25.04,.,.,.,.,.,2000,161
47,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
46,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
45,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
44,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
43,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
42,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
41,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
40,Gunnesbo,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,2000,161
99,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
98,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
97,Vombs,.,.,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
96,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
95,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
94,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
93,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
92,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
91,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
90,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
89,Vombs,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
179,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
178,Vombs,.,0,immature,1,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
177,Vombs,.,1,mature,1,.,.,.,.,.,.,.,.,.,.,.,2000,163
176,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
175,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
174,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
173,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
172,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
171,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
170,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
169,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
168,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
167,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
166,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
165,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
164,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
163,Vombs,.,0,mature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
162,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
161,Vombs,.,0,immature,.,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
160,Vombs,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,163
159,Vombs,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,163
158,Vombs,.,0,immature,.,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
157,Vombs,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,163
156,Vombs,.,1,mature,.,.,.,.,.,.,.,.,.,.,.,.,2000,163
155,Vombs,.,.,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,163
154,Vombs,.,1,immature,.,.,.,.,.,.,.,.,.,.,.,.,2000,163
153,Vombs,.,0,mature,.,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
152,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
151,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
150,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
149,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
148,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
147,Vombs,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
146,Vombs,.,0,mature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
145,Vombs,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
144,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
143,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
142,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
141,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
140,Vombs,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
139,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
138,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
137,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
136,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
135,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
134,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
133,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
132,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
131,Vombs,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
130,Vombs,.,0,immature,0,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
129,Vombs,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
128,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
127,Vombs,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
126,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
125,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
124,Vombs,.,0,mature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
123,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
122,Vombs,.,0,immature,0,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
121,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
120,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
119,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
118,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
117,Vombs,.,0,immature,0,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
116,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
115,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
114,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
113,Vombs,.,0,.,1,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
112,Vombs,.,0,.,1,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
111,Vombs,.,0,.,1,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
110,Vombs,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,163
109,Vombs,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,163
108,Vombs,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,163
107,Vombs,.,0,mature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
106,Vombs,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,163
105,Vombs,.,0,immature,1,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
104,Vombs,.,0,immature,1,.,infuscans,.,.,.,.,.,.,.,.,.,2000,163
103,Vombs,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,163
102,Vombs,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,163
101,Vombs,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,163
100,Vombs,.,0,mature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,163
269,Habo,.,0,immature,0,.,infuscans,.,.,.,.,.,.,.,.,.,2000,165
268,Habo,.,0,immature,0,.,infuscans,.,.,.,.,.,.,.,.,.,2000,165
267,Habo,.,0,immature,0,.,infuscans,.,.,.,.,.,.,.,.,.,2000,165
266,Habo,.,0,immature,0,.,infuscans,.,.,.,.,.,.,.,.,.,2000,165
265,Habo,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
264,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
263,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
262,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
261,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
260,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
259,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
258,Habo,.,0,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
257,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
256,Habo,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
255,Habo,.,.,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
254,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
253,Habo,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
252,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
251,Habo,.,0,teneral,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
250,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
249,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
248,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
247,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
246,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
245,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
244,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
243,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
242,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
241,Habo,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
240,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
239,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
238,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
237,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
236,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
235,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
234,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
233,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
232,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
231,Habo,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
230,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
229,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
228,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
227,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
226,Habo,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
225,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
224,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
223,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
222,Habo,.,0,mature,0,.,infuscensObsoleta,.,.,.,.,.,.,.,.,.,2000,165
221,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
220,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
219,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
218,Habo,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
217,Habo,.,0,mature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
216,Habo,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
215,Habo,.,1,mature,1,.,.,.,.,.,.,.,.,.,.,.,2000,165
214,Habo,.,0,immature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
213,Habo,.,1,immature,1,.,.,.,.,.,.,.,.,.,.,.,2000,165
212,Habo,.,1,immature,1,.,.,.,.,.,.,.,.,.,.,.,2000,165
211,Habo,.,1,mature,1,.,.,.,.,.,.,.,.,.,.,.,2000,165
210,Habo,.,1,mature,1,.,.,.,.,.,.,.,.,.,.,.,2000,165
209,Habo,.,1,mature,1,.,.,.,.,.,.,.,.,.,.,.,2000,165
208,Habo,.,1,mature,1,.,.,.,.,.,.,.,.,.,.,.,2000,165
207,Habo,.,1,immature,1,.,.,.,.,.,.,.,.,.,.,.,2000,165
206,Habo,.,0,immature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
205,Habo,.,1,immature,1,.,.,.,.,.,.,.,.,.,.,.,2000,165
204,Habo,.,0,mature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
203,Habo,.,0,immature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
202,Habo,.,0,immature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
201,Habo,.,0,immature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
200,Habo,.,0,immature,1,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
199,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
198,Hofterup,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
197,Hofterup,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
196,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
195,Hofterup,.,1,mature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
194,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
193,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
192,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
191,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
190,Hofterup,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
189,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
188,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
187,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
186,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
185,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
184,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
183,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
182,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
181,Hofterup,.,1,immature,0,.,.,.,.,.,.,.,.,.,.,.,2000,165
180,Hofterup,.,0,immature,0,.,androchrome,.,.,.,.,.,.,.,.,.,2000,165
437,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
436,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
435,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
434,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
433,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
432,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
431,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
430,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
429,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
428,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
427,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
426,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
425,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
424,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
423,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
422,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
421,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
420,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
419,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
418,Lomma,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,166
417,Lomma,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,166
416,Lomma,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,166
415,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
414,Lomma,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,166
413,Lomma,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,166
412,Lomma,.,1,.,1,.,.,.,.,.,.,.,.,.,.,.,2000,166
411,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
410,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
409,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
408,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
407,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
406,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
405,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
404,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
403,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
402,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
401,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
400,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
399,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
398,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
397,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
396,Lomma,.,1,.,0,.,.,.,.,.,.,.,.,.,.,.,2000,166
